"","SAMPLE_ID","CLAY","SILT","SAND","SOC","CaCO3","N","P","K","CEC","GPS_PROJ","GPS_LAT","GPS_LONG","LC1","LC2","LU1","LU2","MINERAL","COUNTRY"
"1","10000",40,52,8,15.6,1,1.4,42.6,491.1,24.6,"WGS84",45.893933,4.680379,"B82","E10","U111","8","mineral","FRANCE"
"2","10001",26,18,56,19.8,1,1.6,19.5,279.1,20.6,"WGS84",45.81672,4.584692,"E10","8","U370","8","mineral","FRANCE"
"3","10002",22,41,37,33.5,1,2.6,37.8,399.1,15,"WGS84",45.983716,4.671533,"E10","8","U111","8","mineral","FRANCE"
"4","10004",27,47,26,66.1,21,6.6,147.7,1080.6,30.5,"WGS84",45.908022,4.601575,"E10","8","U111","8","mineral","FRANCE"
"5","10005",16,32,52,38.1,0,2.6,49.6,293.9,7.8,"WGS84",46.082345,4.48049,"E20","8","U111","8","mineral","FRANCE"
"6","10006",16,25,59,26.5,0,2.3,56.9,115.4,10.6,"WGS84",46.173451,4.497083,"E20","8","U111","8","mineral","FRANCE"
"7","10007",14,31,56,154.8,0,5.9,25.2,361.1,12.1,"WGS84",46.224665,4.439863,"C30","8","U120","8","organic","FRANCE"
"8","10008",12,23,66,51.5,0,3,23.4,237.4,10.2,"WGS84",46.241253,4.412194,"C30","8","U120","8","mineral","FRANCE"
"9","10009",14,31,55,12.8,0,1.3,42.8,209.5,7.3,"WGS84",46.285153,4.563698,"B11","8","U111","8","mineral","FRANCE"
"10","10010",39,47,14,24.3,34,2.6,38.3,522.8,25.4,"WGS84",47.34516,5.64539,"B32","8","U111","8","mineral","FRANCE"
"11","10011",37,46,17,22.9,1,2.5,0,38,18.8,"WGS84",47.338798,5.964908,"B33","8","U111","8","mineral","FRANCE"
"12","10012",38,57,5,12.7,79,1.5,31.2,158.4,22.5,"WGS84",47.42265,5.79918,"B16","8","U111","8","mineral","FRANCE"
"13","10013",24,50,26,28.6,367,2.5,106.2,450.2,18.3,"WGS84",47.506238,5.632912,"B11","8","U111","8","mineral","FRANCE"
"14","10014",30,56,15,14.9,1,1.7,31.9,135.4,17.1,"WGS84",47.627676,5.516016,"B11","8","U111","8","mineral","FRANCE"
"15","10015",33,54,13,43.2,0,4,14.1,274.6,20.6,"WGS84",47.711145,5.802316,"E20","8","U111","8","mineral","FRANCE"
"16","10016",32,58,10,22.4,1,2.4,59.9,145.6,20.2,"WGS84",47.77007,5.931049,"B11","8","U111","8","mineral","FRANCE"
"17","10017",18,78,4,33.8,2,2.4,10.2,117.9,7.2,"WGS84",47.800378,6.276079,"C10","8","U400","8","mineral","FRANCE"
"18","10018",69,29,2,36,5,3.6,11.7,132.9,37.3,"WGS84",47.623324,6.368753,"B16","8","U111","8","mineral","FRANCE"
"19","10019",41,54,5,35.8,0,3.4,0,89.7,17.7,"WGS84",47.711444,6.309139,"C10","8","U120","8","mineral","FRANCE"
"20","10020",25,39,36,21.7,1,1.8,0,140.6,6,"WGS84",47.840796,6.406796,"C10","8","U120","8","mineral","FRANCE"
"21","10021",28,33,39,28.4,1,2.7,24.4,252.6,11.7,"WGS84",47.931506,6.427239,"E20","8","U111","8","mineral","FRANCE"
"22","10022",37,58,5,51,0,5.4,44,220.5,17.5,"WGS84",47.906368,6.214798,"E20","8","U111","8","mineral","FRANCE"
"23","10023",20,63,17,50.7,0,3.5,22.2,143.4,7.6,"WGS84",47.524411,6.109989,"C10","8","U400","8","mineral","FRANCE"
"24","10024",54,39,7,55.9,2,3.6,0,240.1,31.4,"WGS84",47.598048,6.157611,"C10","8","U120","8","mineral","FRANCE"
"25","10025",29,59,12,17.4,2,1.9,45.3,176.5,16.4,"WGS84",47.803016,5.848266,"B11","8","U111","8","mineral","FRANCE"
"26","10026",11,24,65,7.9,0,1,38.8,106.4,5.5,"WGS84",47.584369,5.786016,"B32","8","U111","8","mineral","FRANCE"
"27","10027",34,54,11,18.9,6,2,66.4,367.5,20.7,"WGS84",47.597133,5.651856,"B11","8","U111","8","mineral","FRANCE"
"28","10029",16,71,13,24.5,0,1.5,0,87.1,3.6,"WGS84",47.459634,5.822692,"C10","8","U120","8","mineral","FRANCE"
"29","10030",25,48,28,32.3,0,2.9,10.4,77.2,11.6,"WGS84",47.572433,5.946661,"E20","8","U111","8","mineral","FRANCE"
"30","10031",21,27,52,7.8,0,0.8,18.4,132.4,18.9,"WGS84",47.375739,5.988563,"B11","8","U111","8","mineral","FRANCE"
"31","10032",43,51,5,23.3,1,2.6,19.2,127.1,18.8,"WGS84",47.43746,5.71907,"B16","8","U111","8","mineral","FRANCE"
"32","10033",20,60,20,15,0,1.7,14.4,175.6,7.6,"WGS84",47.379555,6.094283,"E20","8","U111","8","mineral","FRANCE"
"33","10034",34,52,13,19.3,24,2.2,23.3,277.9,22.6,"WGS84",47.351781,5.831418,"B11","8","U111","8","mineral","FRANCE"
"34","10036",9,22,69,9.9,1,1,33.2,48,4.7,"WGS84",46.329416,4.038514,"B13","8","U111","8","mineral","FRANCE"
"35","10037",8,17,76,31.2,0,1.7,17.5,65.1,4.1,"WGS84",46.217818,4.310664,"C20","8","U120","8","mineral","FRANCE"
"36","10038",17,54,30,35.9,0,3.2,77.8,393.6,9.6,"WGS84",46.231628,4.231336,"C10","E10","U111","U112","mineral","FRANCE"
"37","10039",11,76,13,10.7,0,1.2,35.3,142.8,8.3,"WGS84",46.748543,5.197824,"B16","8","U111","8","mineral","FRANCE"
"38","10040",21,63,16,27.5,0,2.4,0,75.2,9.4,"WGS84",46.601299,5.132748,"E20","8","U111","8","mineral","FRANCE"
"39","10041",53,37,10,60,9,5.2,32.2,209.1,34.4,"WGS84",46.771111,5.300698,"E20","8","U111","8","mineral","FRANCE"
"40","10042",10,65,24,10.8,1,1.3,44.6,60.2,18.6,"WGS84",46.910198,5.183069,"B11","8","U111","8","mineral","FRANCE"
"41","10043",43,36,21,83.7,25,6,14.6,324,60.1,"WGS84",46.491846,4.725221,"C10","8","U120","8","organic","FRANCE"
"42","10044",22,31,47,9.9,60,1.4,34.6,126.1,16.3,"WGS84",46.464661,4.910516,"B16","8","U111","8","mineral","FRANCE"
"43","10045",15,46,39,18,20,1.5,60.5,192.3,11.7,"WGS84",46.934121,4.917819,"B32","8","U111","8","mineral","FRANCE"
"44","10046",13,75,12,9.7,0,1,36.1,85.5,7.9,"WGS84",46.877754,4.870709,"B13","8","U111","8","mineral","FRANCE"
"45","10047",28,61,11,31,0,2.9,25.5,167.5,21.2,"WGS84",46.902228,4.631579,"B13","8","U111","8","mineral","FRANCE"
"46","10048",18,39,43,70.2,0,5.1,27.6,175.3,10.4,"WGS84",47.075101,4.138693,"C10","8","U120","8","mineral","FRANCE"
"47","10049",20,33,47,56.5,1,4.4,16.7,115.7,10.8,"WGS84",47.036363,4.090271,"E20","8","U111","8","mineral","FRANCE"
"48","10050",15,37,48,28,0,1.9,10.7,144.1,6,"WGS84",47.102791,4.320433,"C10","8","U120","8","mineral","FRANCE"
"49","10051",15,60,25,26.8,1,2.3,11.3,67.4,6,"WGS84",47.048991,4.326371,"B11","8","U111","8","mineral","FRANCE"
"50","10052",21,29,51,36.7,0,3.5,59.4,354.3,8.1,"WGS84",46.955145,4.257488,"E20","8","U111","8","mineral","FRANCE"
"51","10053",14,28,59,29.5,0,3,80,273.8,9,"WGS84",46.966054,4.124561,"E10","8","U111","8","mineral","FRANCE"
"52","10054",14,24,61,24.7,0,2,23.7,99.9,4.4,"WGS84",46.913645,4.15676,"C20","8","U120","8","mineral","FRANCE"
"53","10055",18,21,61,33.2,0,2.8,18,167.2,9.1,"WGS84",46.988069,4.543783,"E20","8","U111","8","mineral","FRANCE"
"54","10056",24,39,36,45.1,0,4.2,27.6,119.6,14.6,"WGS84",46.273094,4.330868,"E10","8","U111","8","mineral","FRANCE"
"55","10057",11,64,25,14.5,0,1.3,22.8,167.1,6.3,"WGS84",46.599551,4.714566,"B13","8","U111","8","mineral","FRANCE"
"56","10058",24,41,34,43,0,4,21.2,73.3,21.4,"WGS84",46.511016,4.74947,"E10","8","U111","8","mineral","FRANCE"
"57","10059",10,26,65,25.6,0,2.2,13.9,183.1,6.4,"WGS84",46.49933,4.515628,"E20","8","U111","8","mineral","FRANCE"
"58","10060",23,61,16,36.4,0,3.5,23,237.9,12.8,"WGS84",46.503293,4.593588,"E20","8","U111","8","mineral","FRANCE"
"59","10061",53,45,2,69.7,1,6.6,38.4,239.3,35.5,"WGS84",46.376646,4.241708,"E20","8","U111","8","organic","FRANCE"
"60","10062",11,9,80,19.9,2,1.9,14.7,193.3,6.5,"WGS84",46.863696,4.582979,"E20","8","U111","8","mineral","FRANCE"
"61","10063",24,20,56,16.6,28,1.7,0,165.9,15.9,"WGS84",46.880329,4.554933,"B13","8","U111","8","mineral","FRANCE"
"62","10064",14,18,68,66.7,0,4,39.2,172.6,11.9,"WGS84",46.884694,4.291428,"C30","8","U120","8","mineral","FRANCE"
"63","10065",22,42,36,27.7,0,2.7,20.3,95,8.2,"WGS84",46.814338,4.325378,"E20","8","U111","8","mineral","FRANCE"
"64","10066",13,30,57,40,0,2.4,47.7,73.3,2,"WGS84",46.776473,4.644411,"C10","8","U120","8","mineral","FRANCE"
"65","10067",42,37,21,44.2,2,3.7,10.8,203.1,18.3,"WGS84",46.702113,4.599483,"E20","8","U111","8","mineral","FRANCE"
"66","10068",14,29,57,22.6,2,2.1,38.2,70.3,9,"WGS84",46.503001,3.914563,"E20","8","U111","8","mineral","FRANCE"
"67","10069",27,38,35,28.4,212,2.9,24.2,456.9,21.8,"WGS84",46.664881,4.577158,"E20","8","U111","8","mineral","FRANCE"
"68","10070",15,42,43,19,0,1.4,10.4,68.6,5.3,"WGS84",46.562698,4.012383,"C30","8","U120","8","mineral","FRANCE"
"69","10071",50,40,11,51.2,1,5,18.9,582.5,34.2,"WGS84",46.516011,4.148243,"E20","8","U111","8","mineral","FRANCE"
"70","10072",18,30,52,36.1,1,3.3,25.9,123.8,6.5,"WGS84",46.616511,4.00625,"E10","8","U111","8","mineral","FRANCE"
"71","10073",11,18,71,18,0,1.8,27.2,72.3,12.7,"WGS84",46.652383,4.002216,"E20","8","U111","8","mineral","FRANCE"
"72","10074",15,18,67,32.1,0,3.1,38.2,98.9,12.5,"WGS84",46.790813,4.222858,"E20","8","U111","8","mineral","FRANCE"
"73","10075",24,35,42,30.7,1,2.8,12,108.4,10.2,"WGS84",46.836149,4.06018,"E20","8","U111","8","mineral","FRANCE"
"74","10076",19,32,49,24.1,0,2.6,24.3,67.7,5.5,"WGS84",46.677553,4.471069,"E20","8","U111","8","mineral","FRANCE"
"75","10077",9,17,74,14.5,0,1.5,0,47,5.9,"WGS84",46.491226,4.359861,"E20","8","U111","8","mineral","FRANCE"
"76","10078",18,33,48,30.7,0,3,19.7,98.6,9.3,"WGS84",46.692793,4.416999,"E20","8","U111","8","mineral","FRANCE"
"77","10079",19,29,53,18,0,1.9,34.9,99.5,12.1,"WGS84",46.700358,3.891869,"E20","8","U111","8","mineral","FRANCE"
"78","10080",22,34,44,36.1,1,3.2,10.7,139.6,26,"WGS84",46.718743,4.571583,"E20","8","U111","8","mineral","FRANCE"
"79","10081",5,14,81,11.6,0,1.2,64,97.8,2.5,"WGS84",46.538981,4.955671,"E20","8","U111","8","mineral","FRANCE"
"80","10083",13,63,24,11.1,0,1.1,49.4,174.2,8.7,"WGS84",46.711431,5.174998,"B33","8","U111","8","mineral","FRANCE"
"81","10084",18,43,39,23.8,0,2,10.5,230,10.6,"WGS84",46.741363,5.041175,"C10","8","U120","8","mineral","FRANCE"
"82","10085",18,30,52,11.3,0,1.4,71.9,188.6,8.4,"WGS84",46.52587,5.061324,"B16","8","U111","8","mineral","FRANCE"
"83","10086",23,64,13,31.8,0,3,38.5,116.2,10.7,"WGS84",46.732879,5.251638,"E20","8","U111","8","mineral","FRANCE"
"84","10087",18,48,34,12.7,0,1.4,129.2,220.1,4.7,"WGS84",46.255776,4.696558,"D20","8","U400","8","mineral","FRANCE"
"85","10088",22,33,46,21.6,0,2.1,10.9,106.4,13.8,"WGS84",46.204431,4.753514,"E20","8","U111","8","mineral","FRANCE"
"86","10090",22,41,37,36.1,1,3.1,24.1,54.5,12.9,"WGS84",46.378928,4.632238,"E20","8","U111","8","mineral","FRANCE"
"87","10092",10,13,77,38.3,0,3.3,40.2,408.5,9.5,"WGS84",47.859744,0.014644,"E20","8","U111","8","mineral","FRANCE"
"88","10094",18,62,20,19.9,1,2.1,14.4,100.1,14.7,"WGS84",48.030626,-0.100184,"B16","8","U111","8","mineral","FRANCE"
"89","10095",8,50,42,14.4,2,1.6,57.1,74.4,8.8,"WGS84",47.905846,-0.075466,"B16","8","U111","8","mineral","FRANCE"
"90","10096",22,67,12,49.5,2,4.5,66.9,243.4,18.7,"WGS84",47.966618,-0.006396,"E20","8","U111","8","mineral","FRANCE"
"91","10097",21,59,20,21.2,0,2.3,31.9,257.1,12.2,"WGS84",47.929118,-0.215301,"B16","8","U111","8","mineral","FRANCE"
"92","10098",20,43,37,40.8,0,3.7,23.5,146.9,9.8,"WGS84",48.340486,-0.08105,"E20","8","U111","8","mineral","FRANCE"
"93","10099",25,35,39,48.1,0,3.8,18.5,385.4,17.2,"WGS84",48.418121,0.176229,"E20","8","U111","8","mineral","FRANCE"
"94","10100",21,40,39,21,13,2.4,78.5,297.2,14,"WGS84",48.362313,0.159945,"B16","8","U111","8","mineral","FRANCE"
"95","10101",10,74,15,12.4,1,1.5,32.5,304.7,9.5,"WGS84",47.933951,0.648468,"B16","8","U111","8","mineral","FRANCE"
"96","10102",12,12,76,11.3,0,1.3,38.6,156.3,8.5,"WGS84",47.84796,-0.307018,"E20","8","U111","8","mineral","FRANCE"
"97","10103",35,26,38,20,0,2,12.1,101.8,21.5,"WGS84",47.736163,-0.338291,"E20","8","U111","8","mineral","FRANCE"
"98","10104",13,65,22,12.5,0,1.3,36.3,53.9,7.3,"WGS84",47.959761,-0.275621,"B16","8","U111","8","mineral","FRANCE"
"99","10105",17,68,16,17.3,0,1.8,0,97.3,7.6,"WGS84",48.066113,-0.107418,"B32","8","U111","8","mineral","FRANCE"
"100","10106",19,57,24,13.9,1,1.7,39,124.9,10.8,"WGS84",48.429986,0.310351,"E20","8","U111","8","mineral","FRANCE"
"101","10107",29,63,7,21.5,78,2.4,87.1,619.1,23.5,"WGS84",48.316026,0.250711,"B16","8","U111","8","mineral","FRANCE"
"102","10108",42,38,20,64,192,6.1,58.6,155.2,38,"WGS84",47.684838,-0.112506,"E20","8","U111","8","mineral","FRANCE"
"103","10110",28,47,25,22,214,2.1,38.6,303.4,19.6,"WGS84",48.190279,0.682313,"B11","8","U111","8","mineral","FRANCE"
"104","10111",10,11,79,19.1,6,2.2,108.5,623.4,9.4,"WGS84",48.139103,0.718653,"B16","8","U111","8","mineral","FRANCE"
"105","10112",25,23,52,23.7,0,2.7,54.2,290.8,19.2,"WGS84",48.090183,0.781934,"B16","8","U111","8","mineral","FRANCE"
"106","10113",17,50,33,10.7,1,1.2,26.7,174,11.7,"WGS84",48.239368,0.618863,"B16","8","U111","8","mineral","FRANCE"
"107","10114",26,40,33,17.2,0,1.8,69,389.9,9.8,"WGS84",48.003226,0.824901,"B16","8","U111","8","mineral","FRANCE"
"108","10115",14,24,62,14.1,0,1.5,47.9,144.1,4.4,"WGS84",48.245694,0.481706,"B11","8","U111","8","mineral","FRANCE"
"109","10117",44,15,41,39,2,3.7,11.1,640.1,28.8,"WGS84",48.198403,0.354908,"B31","8","U111","8","mineral","FRANCE"
"110","10118",13,46,41,13.1,1,1.3,28.2,198,8,"WGS84",47.956326,0.698369,"B16","8","U111","8","mineral","FRANCE"
"111","10120",11,14,75,25.3,0,2.5,28.5,207.7,10,"WGS84",48.155648,0.281755,"E20","8","U111","8","mineral","FRANCE"
"112","10121",12,65,23,9.3,0,1.1,66.1,178.7,9.4,"WGS84",48.229306,0.294709,"B16","8","U111","8","mineral","FRANCE"
"113","10123",21,50,28,17,0,2.1,0,46.5,7.6,"WGS84",48.112094,-0.198066,"B11","8","U111","8","mineral","FRANCE"
"114","10124",26,63,11,18.8,1,2,0,116.9,20.4,"WGS84",48.106543,-0.061253,"B11","8","U111","8","mineral","FRANCE"
"115","10125",34,48,18,49.3,4,4.9,38.8,227.5,30,"WGS84",48.187574,0.031149,"E20","8","U111","8","mineral","FRANCE"
"116","10126",14,50,36,37,3,3,69.1,596.1,16.8,"WGS84",48.212553,0.107779,"E10","8","U111","8","mineral","FRANCE"
"117","10127",19,32,49,32.2,3,3.3,41.8,266.8,20,"WGS84",48.201973,0.191311,"E20","8","U111","8","mineral","FRANCE"
"118","10129",18,51,31,20.1,0,1.6,19.7,192.4,13.3,"WGS84",48.041663,0.222486,"E20","8","U111","8","mineral","FRANCE"
"119","10130",27,25,48,38.4,1,3.4,37.5,213,16.7,"WGS84",48.118574,0.478761,"E20","8","U111","8","mineral","FRANCE"
"120","10131",11,49,40,189,0,8.2,25.3,424.3,13.4,"WGS84",47.797706,0.538849,"C10","8","U120","8","organic","FRANCE"
"121","10132",3,12,84,4.8,0,0.6,27.7,43.5,0,"WGS84",47.652011,0.324106,"E20","8","U111","8","mineral","FRANCE"
"122","10133",11,29,59,23,0,2.1,26.8,210.6,9.2,"WGS84",47.631818,0.301076,"E20","8","U112","8","mineral","FRANCE"
"123","10134",10,37,53,30.9,0,2.4,69.8,389.8,5.1,"WGS84",47.667476,0.294286,"E20","8","U111","8","mineral","FRANCE"
"124","10135",6,9,85,19.8,0,1.9,17.8,153.7,7.5,"WGS84",47.682913,0.264421,"E20","8","U111","8","mineral","FRANCE"
"125","10138",12,67,21,13.2,0,1.3,31.8,226.4,9.1,"WGS84",47.753328,0.436988,"B32","8","U111","8","mineral","FRANCE"
"126","10139",13,77,10,11.1,0,1.2,35.8,124.9,7.5,"WGS84",47.833331,0.532208,"B11","8","U111","8","mineral","FRANCE"
"127","10140",4,7,89,9.7,0,0.9,30.3,204.9,3.5,"WGS84",47.891999,0.170378,"B16","8","U111","8","mineral","FRANCE"
"128","10141",22,28,50,22.9,0,2,10.7,190.2,9.9,"WGS84",46.027896,6.11503,"B16","8","U111","8","mineral","FRANCE"
"129","10142",46,44,10,34,0,3.6,46.1,128.3,34.3,"WGS84",46.114341,6.005406,"B11","8","U111","8","mineral","FRANCE"
"130","10143",27,43,30,25.3,0,2.2,0,102.7,17.7,"WGS84",46.007358,6.039154,"E20","8","U111","8","mineral","FRANCE"
"131","10144",20,43,37,24.4,0,2.5,13.3,86.4,12.5,"WGS84",46.084996,6.18864,"E20","8","U111","8","mineral","FRANCE"
"132","10145",21,24,56,64.4,160,6.2,84.7,459.5,28.1,"WGS84",45.981524,5.834448,"E10","8","U111","8","mineral","FRANCE"
"133","10147",15,36,50,39.4,1,3.4,72.2,197.1,19.7,"WGS84",45.841596,5.948187,"C10","8","U111","8","mineral","FRANCE"
"134","10148",18,38,43,21.8,0,2.4,16.7,75.9,14.8,"WGS84",45.807598,6.002212,"E10","8","U111","8","mineral","FRANCE"
"135","10149",61,31,8,165.7,2,13.6,22.7,92.8,80.3,"WGS84",45.975176,6.144754,"E20","8","U111","8","mineral","FRANCE"
"136","10150",42,55,2,75.7,313,6.7,27.7,124.3,39.9,"WGS84",45.64079,5.886166,"C10","8","U120","8","mineral","FRANCE"
"137","10151",46,35,20,43.9,5,3.2,0,155.4,33,"WGS84",45.711768,5.855028,"C10","8","U120","8","mineral","FRANCE"
"138","10152",20,37,43,33.8,3,3.2,17.1,220.5,17.7,"WGS84",45.690692,5.779627,"E20","8","U111","8","mineral","FRANCE"
"139","10153",39,53,8,49.6,1,4.2,10.3,162.6,24.6,"WGS84",45.767422,6.390852,"E20","8","U370","8","mineral","FRANCE"
"140","10154",19,74,7,20.5,316,2.1,0,56.4,12.3,"WGS84",45.638823,6.32243,"B16","8","U111","8","mineral","FRANCE"
"141","10155",11,34,55,63.8,0,4.5,26.4,152,7.4,"WGS84",45.456172,6.257923,"C20","8","U120","8","mineral","FRANCE"
"142","10156",17,33,49,24.1,3,2.7,20.9,95.5,16.2,"WGS84",45.545807,5.765173,"E20","8","U111","8","mineral","FRANCE"
"143","10157",34,42,24,22.6,216,2.4,11.7,213.4,22.3,"WGS84",45.588795,5.94131,"E20","8","U111","8","mineral","FRANCE"
"144","10158",7,46,48,13.6,0,1.3,47.2,60,4.3,"WGS84",49.612429,0.157468,"B16","8","U111","8","mineral","FRANCE"
"145","10159",16,68,17,17.2,1,1.8,53.9,194.7,10.6,"WGS84",49.657591,0.26015,"E20","8","U111","8","mineral","FRANCE"
"146","10160",10,84,6,11.2,1,1.3,33.1,160,7.3,"WGS84",49.634528,0.628206,"B11","8","U111","8","mineral","FRANCE"
"147","10161",18,73,9,16.5,0,1.7,36.8,72.4,11.1,"WGS84",49.574573,0.77943,"B71","8","U111","8","mineral","FRANCE"
"148","10162",11,82,7,10.7,0,1.2,37.6,89.7,9.8,"WGS84",49.579094,0.834353,"B11","8","U111","8","mineral","FRANCE"
"149","10163",12,84,4,10,0,1.4,39.8,137.6,8.2,"WGS84",49.594594,1.026693,"B11","8","U111","8","mineral","FRANCE"
"150","10165",19,72,9,26.6,204,2.8,10.5,64.1,21.1,"WGS84",49.501054,0.765584,"E20","8","U112","8","mineral","FRANCE"
"151","10166",9,67,24,14.9,0,1.6,61.6,177.6,7.2,"WGS84",49.422779,1.14195,"B11","8","U111","8","mineral","FRANCE"
"152","10167",7,77,16,111.4,0,4.8,49.2,178.7,8.2,"WGS84",49.357931,1.237114,"C10","8","U120","8","mineral","FRANCE"
"153","10168",14,80,6,11,3,1.3,40.2,190.4,12,"WGS84",49.712608,1.619583,"B11","8","U111","8","mineral","FRANCE"
"154","10169",13,82,5,11.9,1,1.3,54.9,596.9,10.6,"WGS84",49.47634,1.604768,"B16","8","U111","8","mineral","FRANCE"
"155","10170",22,66,13,24.9,1,1.9,21.4,61.6,11.3,"WGS84",49.908933,1.585206,"C10","8","U120","8","mineral","FRANCE"
"156","10171",9,74,17,8.4,0,1.1,39.5,221,8.7,"WGS84",49.855175,0.669178,"B11","8","U111","8","mineral","FRANCE"
"157","10172",15,75,10,7.9,3,1,50.5,271.8,11.7,"WGS84",49.815303,0.845321,"B11","8","U111","8","mineral","FRANCE"
"158","10173",13,63,24,87.5,0,5.2,37.6,143,7.6,"WGS84",49.770324,1.189774,"C10","8","U120","8","mineral","FRANCE"
"159","10174",8,86,6,11.1,2,1.2,33.3,210.9,7.9,"WGS84",49.570069,0.724468,"B35","8","U111","8","mineral","FRANCE"
"160","10175",13,72,15,7.1,0,1,34.1,253.2,8,"WGS84",49.864248,0.779673,"B11","8","U111","8","mineral","FRANCE"
"161","10176",13,74,13,12.1,3,1.4,13.6,84,11.7,"WGS84",49.640361,1.381061,"B13","8","U111","8","mineral","FRANCE"
"162","10177",24,66,10,15.3,3,1.8,92.8,496,16.2,"WGS84",49.927933,1.357251,"B35","8","U111","8","mineral","FRANCE"
"163","10178",21,63,16,15.7,1,1.7,41.7,169.9,9.5,"WGS84",49.618288,1.329221,"B16","8","U111","8","mineral","FRANCE"
"164","10179",16,81,3,10.4,1,1.2,57.3,211.5,9.5,"WGS84",49.530064,0.899374,"B16","8","U111","8","mineral","FRANCE"
"165","10180",8,82,10,11.7,0,1.3,30.1,122.2,8.9,"WGS84",49.939415,1.270938,"B13","8","U111","8","mineral","FRANCE"
"166","10181",23,68,9,16.8,1,1.8,26.5,155.6,13.9,"WGS84",49.874421,1.366933,"B13","8","U111","8","mineral","FRANCE"
"167","10182",17,70,13,16.7,3,1.8,90.5,550.8,9.6,"WGS84",49.994044,1.513933,"B11","8","U111","8","mineral","FRANCE"
"168","10183",22,65,14,50.6,663,4.1,0,109.4,30.9,"WGS84",49.678149,1.402245,"C10","8","U120","8","mineral","FRANCE"
"169","10184",25,64,12,32.4,585,3.1,29.8,82.5,21.2,"WGS84",49.877339,1.646806,"E20","8","U111","8","mineral","FRANCE"
"170","10185",24,61,15,20.1,133,2.2,26.4,246.1,22.5,"WGS84",49.918506,1.471241,"B11","8","U111","8","mineral","FRANCE"
"171","10186",8,82,10,13.3,3,1.5,29.5,125.2,9.4,"WGS84",49.753716,1.444621,"B11","8","U111","8","mineral","FRANCE"
"172","10187",14,79,7,20.1,7,1.7,61.8,245.8,8.9,"WGS84",49.448693,1.249279,"C10","8","U120","8","mineral","FRANCE"
"173","10188",25,69,7,14.1,3,1.8,104.5,200.8,19.6,"WGS84",49.559504,1.506934,"B13","8","U111","8","mineral","FRANCE"
"174","10189",10,86,4,14.1,0,1.4,51.7,181.5,12.1,"WGS84",49.417804,1.309591,"B35","8","U111","8","mineral","FRANCE"
"175","10190",8,78,13,12.2,1,1.5,28.7,79.8,7.3,"WGS84",49.507011,1.293563,"B11","8","U111","8","mineral","FRANCE"
"176","10191",29,57,14,45.2,163,4.5,53.5,332.6,34.9,"WGS84",49.724284,1.533729,"E20","8","U111","8","mineral","FRANCE"
"177","10192",16,48,37,22.3,0,2.1,88.2,296.6,9,"WGS84",49.57408,1.225688,"B11","8","U111","8","mineral","FRANCE"
"178","10193",10,59,32,17.6,0,1.7,35,102.5,6,"WGS84",49.733494,0.298734,"B22","8","U111","8","mineral","FRANCE"
"179","10195",14,79,7,8.2,1,1,39.7,160.7,10.2,"WGS84",49.841979,0.95229,"B11","8","U111","8","mineral","FRANCE"
"180","10196",15,80,6,10.6,1,1.2,24.2,129.9,6.2,"WGS84",49.755071,0.996683,"B35","8","U111","8","mineral","FRANCE"
"181","10198",11,74,15,13.7,0,1.3,17.5,127.8,7.3,"WGS84",49.537623,0.34001,"B41","8","U111","8","mineral","FRANCE"
"182","10199",15,77,8,9.8,2,1.1,25.3,135.1,10.6,"WGS84",49.761789,0.855423,"B16","8","U111","8","mineral","FRANCE"
"183","10200",12,77,11,13.1,0,1.7,41.4,181.7,9,"WGS84",49.739485,0.803706,"B16","8","U111","8","mineral","FRANCE"
"184","10201",15,78,7,10.6,2,1.2,17.3,117.4,9.7,"WGS84",49.598946,1.081701,"B12","8","U111","8","mineral","FRANCE"
"185","10202",9,84,7,10.8,1,1.3,56.1,185.3,8.9,"WGS84",49.670153,0.621241,"B16","8","U111","8","mineral","FRANCE"
"186","10203",14,71,15,18.5,3,1.9,101.6,443.8,11.1,"WGS84",49.687209,0.394066,"B11","8","U111","8","mineral","FRANCE"
"187","10205",3,1,96,16.1,0,0.5,0,23.5,2.1,"WGS84",48.386813,2.549313,"C20","8","U120","8","mineral","FRANCE"
"188","10206",7,16,77,5.9,1,0.7,46.9,102.7,4.4,"WGS84",48.352871,2.581508,"B11","8","U111","8","mineral","FRANCE"
"189","10207",23,61,16,10.4,151,1.6,22.2,274.3,20.7,"WGS84",48.263414,2.594699,"B43","8","U111","8","mineral","FRANCE"
"190","10208",29,69,3,10.2,2,1.5,63.8,178.7,19.4,"WGS84",48.225836,2.573171,"B14","8","U111","8","mineral","FRANCE"
"191","10209",19,61,20,10.3,1,1.1,60.5,349.6,10.2,"WGS84",48.513858,2.557593,"E20","8","U112","8","mineral","FRANCE"
"192","10210",17,61,22,12.4,1,1.2,98.6,258.2,13.2,"WGS84",48.544291,2.743706,"B22","8","U111","8","mineral","FRANCE"
"193","10211",23,40,37,23.9,1,2.1,27.5,270.4,14.6,"WGS84",48.56394,2.768051,"E20","8","U111","8","mineral","FRANCE"
"194","10212",18,63,19,7.8,0,1,59,176,10.1,"WGS84",48.622891,2.841316,"B22","8","U111","8","mineral","FRANCE"
"195","10213",18,58,24,11.4,1,1.4,45.2,171,14.9,"WGS84",48.497613,2.859249,"B16","8","U111","8","mineral","FRANCE"
"196","10214",44,37,19,15,133,1.7,63.7,476.5,28.9,"WGS84",48.434641,3.003998,"B16","8","U111","8","mineral","FRANCE"
