"","SAMPLE_ID","CLAY","SILT","SAND","SOC","CaCO3","N","P","K","CEC","GPS_PROJ","GPS_LAT","GPS_LONG","LC1","LC2","LU1","LU2","MINERAL","COUNTRY"
"1233","11440",13,60,27,13.2,1,1.3,29.4,108.7,4.2,"WGS84",47.10874,-1.172123,"B16","8","U111","8","mineral","FRANCE"
"1234","11441",13,64,23,12.5,0,1.5,41.8,59.8,4.8,"WGS84",47.035968,-0.996701,"E20","8","U111","8","mineral","FRANCE"
"1235","11442",14,34,52,19,0,2,66.7,73.1,6.7,"WGS84",47.030616,-1.048808,"B54","8","U111","8","mineral","FRANCE"
"1236","11443",16,48,36,21.2,0,2.3,43.7,319.9,10.6,"WGS84",47.115668,-0.746971,"E20","8","U111","8","mineral","FRANCE"
"1237","11444",14,42,44,27.9,0,2.7,76.1,312.2,9.5,"WGS84",47.138171,-0.885013,"B14","8","U111","8","mineral","FRANCE"
"1238","11445",15,29,56,11,0,1.2,15.4,47.2,4.3,"WGS84",47.309646,-1.162103,"B82","8","U111","8","mineral","FRANCE"
"1239","11446",12,63,25,13.8,0,1.5,34.5,299.9,7.9,"WGS84",47.159181,-0.489363,"E20","8","U111","8","mineral","FRANCE"
"1240","11447",38,29,33,29.2,38,3.3,43,112,33.5,"WGS84",47.527548,-0.242458,"B16","8","U111","8","mineral","FRANCE"
"1241","11448",4,6,90,65.6,1,1.5,0,16.2,5.4,"WGS84",47.373916,0.055561,"C30","8","U120","8","mineral","FRANCE"
"1242","11449",13,64,22,13.1,1,1.2,23.6,122.5,6.7,"WGS84",47.612536,-1.04091,"E20","8","U111","8","mineral","FRANCE"
"1243","11450",8,21,71,6.6,0,0.8,49.7,75.9,3.5,"WGS84",47.581361,2.39927,"B16","8","U111","8","mineral","FRANCE"
"1244","11451",35,48,17,87.6,12,5.8,13.7,164.2,44.9,"WGS84",49.013476,5.938763,"C10","8","U400","8","organic","FRANCE"
"1245","11452",27,62,11,72.2,49,6,14.4,466.5,57.3,"WGS84",48.996453,5.967521,"C10","8","U120","8","mineral","FRANCE"
"1246","11453",15,35,50,24.6,0,2.6,27.9,124.7,9.4,"WGS84",48.027303,0.062858,"E20","8","U111","8","mineral","FRANCE"
"1247","11454",9,43,47,14.5,217,1.7,16.9,90.8,10.3,"WGS84",45.251803,5.634411,"B16","8","U111","8","mineral","FRANCE"
"1248","11455",42,41,17,35,7,3,0,269.7,25,"WGS84",44.511116,4.484313,"E20","8","U111","8","mineral","FRANCE"
"1249","11456",32,60,8,19.8,2,2,14.8,306.6,15,"WGS84",47.867006,-1.392893,"B16","8","U111","8","mineral","FRANCE"
"1250","11458",30,68,3,10.2,0,1.4,36.6,169.5,17.7,"WGS84",48.312836,2.262023,"B22","8","U111","8","mineral","FRANCE"
"1251","11459",23,60,16,10.7,0,1.2,45.7,230.6,10.3,"WGS84",48.407869,2.328868,"B41","8","U111","8","mineral","FRANCE"
"1252","11461",25,70,5,13.4,1,1.7,63,287.9,14.8,"WGS84",48.329424,1.988096,"B11","8","U111","8","mineral","FRANCE"
"1253","11462",23,72,4,17.7,0,1.4,47.4,242.5,13.8,"WGS84",48.418783,1.973794,"B11","8","U111","8","mineral","FRANCE"
"1254","11463",15,73,12,9.6,0,1.2,35.8,90.7,9.6,"WGS84",48.551671,2.061469,"B11","8","U111","8","mineral","FRANCE"
"1255","11464",5,9,86,23.6,0,2,43.1,224.5,6.2,"WGS84",47.829183,1.825023,"C10","8","U363","8","mineral","FRANCE"
"1256","11465",35,61,4,13.5,36,1.6,40.2,333.1,28.6,"WGS84",48.229909,2.112283,"B11","8","U111","8","mineral","FRANCE"
"1257","11466",21,51,28,9.6,4,1.3,44.7,210.6,15.3,"WGS84",48.359794,2.417663,"B11","8","U111","8","mineral","FRANCE"
"1258","11467",32,66,2,13,3,1.6,42.5,212.4,22.9,"WGS84",48.309063,2.208363,"B11","8","U111","8","mineral","FRANCE"
"1259","11468",3,5,92,16.9,0,1,0,38.2,2.7,"WGS84",44.069513,-0.513435,"C30","8","U120","8","mineral","FRANCE"
"1260","11471",20,51,29,46.5,3,4.1,24.3,220.3,10.5,"WGS84",48.433476,-3.307355,"E20","8","U111","8","mineral","FRANCE"
"1261","11472",44,53,4,18,342,1.6,25.5,358.2,22.3,"WGS84",43.795761,5.795448,"B12","8","U111","8","mineral","FRANCE"
"1262","11473",6,6,88,26.5,2,2.5,11.3,273.7,13,"WGS84",49.553261,3.287633,"C10","8","U120","U150","mineral","FRANCE"
"1263","11474",22,62,16,34,1,2.9,13.5,186,7.9,"WGS84",48.086311,-0.844381,"C10","8","U400","8","mineral","FRANCE"
"1264","11475",14,70,16,18.2,7,2,88.5,262.6,13.5,"WGS84",48.597783,-4.181403,"B43","8","U111","8","mineral","FRANCE"
"1265","11476",34,37,29,22.4,4,1.9,10.8,266.6,19.9,"WGS84",43.433612,-1.519813,"C10","8","U120","8","mineral","FRANCE"
"1266","11477",20,46,34,28.4,1,2.8,34,307,14.8,"WGS84",45.973071,2.938891,"E20","8","U111","8","mineral","FRANCE"
"1267","24801",14,78,8,10.4,1,1.2,23.1,127.7,7,"WGS84",47.13396,1.72239,"B11","8","U111","8","mineral","FRANCE"
"1268","24802",27,53,20,11.4,1,1.2,24,156.7,12.1,"WGS84",47.18087,1.39616,"B11","8","U111","8","mineral","FRANCE"
"1269","24803",34,52,14,27,247,2.1,30.9,378.2,20.1,"WGS84",47.02268,1.68706,"B13","8","U111","8","mineral","FRANCE"
"1270","24804",17,28,54,22.6,0,1.3,0,56.1,8.9,"WGS84",46.78984,1.48663,"C10","8","U120","U150","mineral","FRANCE"
"1271","24805",38,42,21,22.5,30,2.3,40.2,356.5,24.9,"WGS84",46.90324,1.54753,"B13","8","U111","8","mineral","FRANCE"
"1272","24806",29,48,23,12.5,1,1.3,50.3,239.1,18.1,"WGS84",46.917,1.49245,"B11","8","U111","8","mineral","FRANCE"
"1273","24807",9,68,23,9.5,0,1,25.2,57.5,5.9,"WGS84",47.10523,1.35562,"B11","8","U111","8","mineral","FRANCE"
"1274","24808",10,50,40,13.7,0,1.3,16.1,64.6,7.5,"WGS84",47.03472,1.15527,"E20","8","U112","8","mineral","FRANCE"
"1275","24809",15,76,9,7.4,277,0.7,46.6,146,7.7,"WGS84",46.97896,1.13824,"B11","8","U111","8","mineral","FRANCE"
"1276","24810",12,67,21,8,0,1,0,68.6,8.4,"WGS84",46.80526,1.0092,"B11","8","U111","8","mineral","FRANCE"
"1277","24811",4,5,91,19.7,0,1.5,11.9,42.4,4.4,"WGS84",46.83305,1.34763,"C10","8","U120","U150","mineral","FRANCE"
"1278","24812",15,14,72,13.3,0,1.4,0,64.5,5.7,"WGS84",46.77438,1.7527,"C10","8","U400","8","mineral","FRANCE"
"1279","24813",11,55,34,12.3,4,1.4,56,342.5,8.2,"WGS84",46.59097,1.04568,"B32","8","U111","8","mineral","FRANCE"
"1280","24814",16,26,58,19.8,1,2,17.4,53,6.7,"WGS84",46.64806,1.29917,"E20","8","U111","8","mineral","FRANCE"
"1281","24815",14,15,70,22,0,2.1,17.4,52.3,9.9,"WGS84",46.6196,1.17236,"B55","8","U111","8","mineral","FRANCE"
"1282","24816",16,59,25,10.5,0,1.2,20.8,378.6,6.8,"WGS84",46.44305,1.22793,"B19","8","U111","8","mineral","FRANCE"
"1283","24817",13,40,47,50.5,0,4.1,84.5,1025.5,9.4,"WGS84",46.41575,1.3372,"E20","8","U111","8","mineral","FRANCE"
"1284","24818",18,55,27,24.7,1,2.1,19.7,519.3,5,"WGS84",46.48725,1.32553,"E10","8","U111","8","mineral","FRANCE"
"1285","24819",13,26,61,33.7,0,2.5,22.2,70.1,6.3,"WGS84",46.42617,1.46651,"E20","8","U111","8","mineral","FRANCE"
"1286","24820",12,42,46,9.4,1,1,23.9,107.4,6.5,"WGS84",46.6984,1.47511,"B11","8","U111","8","mineral","FRANCE"
"1287","24821",24,31,45,17.2,16,1.5,22.4,163.9,14.7,"WGS84",46.68259,1.50399,"B18","8","U111","8","mineral","FRANCE"
"1288","24822",13,44,43,9.9,0,1.1,25.4,93.5,4.2,"WGS84",46.67086,1.58481,"B13","8","U111","8","mineral","FRANCE"
"1289","24823",18,45,37,29.2,0,2.3,0,68.6,5.7,"WGS84",46.60547,1.67398,"C10","8","U120","U150","mineral","FRANCE"
"1290","24824",19,33,49,18,0,1.6,14.2,124.9,5.9,"WGS84",46.41052,1.49512,"E20","8","U111","8","mineral","FRANCE"
"1291","24825",19,27,54,38.2,0,2.8,26.8,144.1,13,"WGS84",46.43377,1.56989,"D20","8","U150","8","mineral","FRANCE"
"1292","24826",13,43,45,8.5,0,1.2,53,90.8,4.7,"WGS84",46.54165,1.55284,"E20","8","U150","8","mineral","FRANCE"
"1293","24827",26,33,41,15.2,0,1.7,26.9,238.3,11.8,"WGS84",46.55618,1.73453,"E20","8","U111","8","mineral","FRANCE"
"1294","24828",18,43,39,11.3,1,1.2,24.7,82.8,4.9,"WGS84",46.65227,1.35105,"B18","8","U111","8","mineral","FRANCE"
"1295","24829",28,30,42,24.3,1,2.3,15.9,140.6,14.1,"WGS84",46.49023,1.82313,"E20","8","U111","8","mineral","FRANCE"
"1296","24830",19,35,46,26.4,0,2.6,42.4,335.6,10.8,"WGS84",46.528,1.84353,"E20","8","U111","8","mineral","FRANCE"
"1297","24831",18,28,54,34,1,2.9,67.7,356,13,"WGS84",46.44638,1.96077,"D10","8","U400","8","mineral","FRANCE"
"1298","24832",11,23,66,15.4,1,1.6,0,61.4,8.1,"WGS84",46.56913,2.152,"E20","8","U111","8","mineral","FRANCE"
"1299","24833",15,58,27,13.3,1,1.3,26,136.3,7.4,"WGS84",46.70267,2.0007,"B11","8","U111","8","mineral","FRANCE"
"1300","24834",17,57,25,16.5,3,1.6,27.4,169.8,6.5,"WGS84",46.69879,1.94868,"B11","8","U111","8","mineral","FRANCE"
"1301","24859",12,24,64,21.6,1,2.1,21,252.6,4.8,"WGS84",44.709314,3.83293,"B13","8","U111","8","mineral","FRANCE"
"1302","24860",54,41,5,55.3,75,5.2,24.1,318.1,30.9,"WGS84",44.477908,3.303906,"B55","8","U111","8","mineral","FRANCE"
"1303","24861",14,19,67,39.9,639,2.4,0,38.2,14,"WGS84",44.289965,3.476798,"E20","8","U111","8","mineral","FRANCE"
"1304","24862",35,43,21,40.4,6,3.7,27.4,657,30.6,"WGS84",44.299981,3.350043,"B52","8","U111","8","mineral","FRANCE"
"1305","24863",16,47,37,13.3,64,1.4,26.6,120.1,14.3,"WGS84",50.204983,1.927621,"B11","8","U111","8","mineral","FRANCE"
"1306","24864",16,75,9,10.8,10,1.3,28.8,137.7,11.4,"WGS84",50.005974,2.15794,"C10","8","U120","8","mineral","FRANCE"
"1307","24866",17,52,31,51.5,0,5.1,35.8,490.6,11.2,"WGS84",44.71373,2.516108,"E10","8","U111","8","mineral","FRANCE"
"1308","24867",26,41,33,45.7,1,3.5,47.4,254.2,12.2,"WGS84",44.801289,2.47893,"E20","8","U111","8","mineral","FRANCE"
"1309","24868",28,43,29,44.5,0,4.3,13.4,116.8,9,"WGS84",44.837416,2.47412,"E20","8","U111","8","mineral","FRANCE"
"1310","24869",28,30,42,30.1,0,1.6,0,138.5,8.1,"WGS84",44.785416,2.50649,"C10","8","U120","8","mineral","FRANCE"
"1311","24870",23,41,36,49.1,0,3.8,26.5,90.5,8.9,"WGS84",44.71012,2.465905,"E20","8","U111","8","mineral","FRANCE"
"1312","24871",9,18,73,15.8,1,1.6,38,125.4,7.4,"WGS84",46.355003,3.253671,"E20","8","U111","8","mineral","FRANCE"
"1313","24872",41,47,12,34.9,123,3.1,57.3,518.9,31.9,"WGS84",47.63284,3.78168,"B31","8","U111","8","mineral","FRANCE"
"1314","24875",33,42,25,32,1,3.2,73.6,654.8,26.1,"WGS84",45.26937,2.440989,"E20","8","U111","8","mineral","FRANCE"
"1315","24876",8,26,65,8.8,0,0.9,55.4,60.8,6.5,"WGS84",47.073948,2.129314,"E20","8","U112","8","mineral","FRANCE"
"1316","24890",30,35,35,31.8,0,3.1,0,401,19.9,"WGS84",44.979,2.429486,"E20","8","U111","8","mineral","FRANCE"
"1317","24891",22,34,44,23.8,1,2.3,33.1,197.1,8.6,"WGS84",44.84639,2.599918,"E20","8","U111","8","mineral","FRANCE"
"1318","24892",19,42,39,39.1,1,3.9,33.3,97.4,8.2,"WGS84",44.966508,2.507591,"E20","8","U111","8","mineral","FRANCE"
"1319","24893",11,47,42,24.7,0,1.6,12.3,65.2,6.6,"WGS84",47.476744,0.598036,"C10","8","U150","8","mineral","FRANCE"
"1320","24896",10,14,76,21.5,0,2.3,47.7,344.9,4.3,"WGS84",46.564433,4.378283,"E20","8","U111","8","mineral","FRANCE"
"1321","24910",26,32,42,34.2,0,3.3,14.4,67.8,10.7,"WGS84",46.752136,4.174608,"E10","8","U111","8","mineral","FRANCE"
"1322","24961",24,36,40,25.1,0,2.6,10.7,72.4,15.8,"WGS84",45.174283,2.37727,"B55","8","U111","8","mineral","FRANCE"
"1323","24962",17,24,59,35.8,0,3.1,48.8,174.7,10.9,"WGS84",45.367996,2.55557,"E10","8","U111","8","mineral","FRANCE"
"1324","24963",11,37,51,15.2,0,1.5,0,81.7,3.6,"WGS84",45.09147,2.235581,"E20","8","U111","8","mineral","FRANCE"
"1325","24964",14,22,64,52.8,0,4.5,33.9,126.6,6.7,"WGS84",45.384151,2.527709,"E20","8","U111","8","mineral","FRANCE"
"1326","24965",36,40,24,52.8,0,5.6,0,101.7,23.8,"WGS84",45.23536,2.47113,"E20","8","U111","8","mineral","FRANCE"
"1327","24966",19,61,20,76.6,1,6.8,0,414,21.9,"WGS84",45.27992,2.33705,"B55","8","U111","8","mineral","FRANCE"
"1328","24967",23,49,28,79,3,7.9,18.7,107.7,9.1,"WGS84",45.108088,2.46293,"E20","8","U111","8","mineral","FRANCE"
"1329","24968",19,29,52,29.3,0,3,15.2,130.4,9.5,"WGS84",45.33041,2.53498,"E20","8","U111","8","mineral","FRANCE"
"1330","24969",25,40,34,18.2,1,1.8,35.4,159.1,17.3,"WGS84",46.530156,0.346501,"B55","8","U111","8","mineral","FRANCE"
"1331","25521",9,28,63,6.3,0,0.8,47.6,82.3,3.1,"WGS84",43.8858,-0.353828,"B16","8","U111","8","mineral","FRANCE"
"1332","25522",9,15,76,19,0,1.4,29.6,71.7,3.3,"WGS84",43.697,-0.945924,"C20","E30","U120","8","mineral","FRANCE"
"1333","25523",19,73,9,16.7,0,1.6,0,176.3,6.2,"WGS84",43.628439,-0.907706,"B16","8","U111","8","mineral","FRANCE"
"1334","25524",15,54,32,10.4,0,1.2,71.9,96,8,"WGS84",43.623243,-0.95724,"B16","8","U111","8","mineral","FRANCE"
"1335","25525",18,57,25,10.2,0,1.1,11.4,95.9,6.5,"WGS84",43.630271,-1.056546,"B16","8","U111","8","mineral","FRANCE"
"1336","25526",7,11,82,23.3,0,1.6,0,57,3.6,"WGS84",43.668604,-1.040519,"C10","8","U120","8","mineral","FRANCE"
"1337","25527",9,20,71,5.7,0,0.8,15.9,45,4.3,"WGS84",43.553581,-1.093639,"B16","8","U111","8","mineral","FRANCE"
"1338","25528",24,32,44,3.2,0,0.4,0,63.8,5.6,"WGS84",43.541868,-1.366369,"F00","8","U330","8","mineral","FRANCE"
"1339","25529",18,52,30,24.3,1,2.3,24.1,105.6,11.6,"WGS84",43.637468,-1.159863,"E20","8","U111","8","mineral","FRANCE"
"1340","25530",29,32,39,37.1,15,3.4,22.5,154.7,19.5,"WGS84",43.720398,-0.724876,"E20","8","U111","8","mineral","FRANCE"
"1341","25531",14,15,72,7.8,0,1,17.4,65.6,4.8,"WGS84",43.679086,-0.766918,"B16","8","U111","8","mineral","FRANCE"
"1342","25532",8,18,74,7.6,0,0.9,73.3,97.6,3.3,"WGS84",43.77854,-0.861345,"B16","8","U111","8","mineral","FRANCE"
"1343","25533",16,30,54,20.3,0,1.8,62.5,389.2,8.6,"WGS84",43.773896,-0.734901,"C10","8","U120","8","mineral","FRANCE"
"1344","25534",13,36,51,13.8,0,1.4,17.5,39.4,4.5,"WGS84",43.748488,-0.629914,"E20","8","U111","8","mineral","FRANCE"
"1345","25535",19,66,16,19.5,0,2,28.3,62.8,9.7,"WGS84",43.702588,-0.54622,"A22","8","U312","8","mineral","FRANCE"
"1346","25536",3,3,95,13.9,1,0.6,0,12,8,"WGS84",44.135273,-1.079919,"C20","E30","U120","8","mineral","FRANCE"
"1347","25537",5,5,89,34,1,1.8,18.4,45.6,5.8,"WGS84",44.345813,-0.664508,"B16","8","U111","8","mineral","FRANCE"
"1348","25538",14,31,55,23.3,1,1.6,13.2,187.3,5.8,"WGS84",43.972619,-0.747128,"E10","8","U370","8","mineral","FRANCE"
"1349","25539",4,5,91,15,0,0.7,10.6,32.8,4.4,"WGS84",44.055429,-0.485714,"C20","8","U120","8","mineral","FRANCE"
"1350","25540",6,8,86,32,0,2,25.3,72.8,6.7,"WGS84",44.043731,-0.232524,"C10","8","U370","8","mineral","FRANCE"
"1351","25541",9,17,74,10.8,0,0.8,142.1,91.8,3.3,"WGS84",43.82983,-0.369103,"B16","8","U111","8","mineral","FRANCE"
"1352","25542",11,39,50,7.8,0,0.8,41.2,137.1,4.2,"WGS84",43.806771,-0.239878,"B16","8","U111","8","mineral","FRANCE"
"1353","25543",18,75,7,13.8,0,1.3,28.7,123.7,6.8,"WGS84",43.748413,-0.454641,"B16","8","U111","8","mineral","FRANCE"
"1354","25544",21,73,7,13.9,2,1.1,28.7,177.4,8.8,"WGS84",43.732886,-0.42674,"B16","8","U111","8","mineral","FRANCE"
"1355","25545",16,41,44,25.3,0,2,0,74.5,12,"WGS84",43.760885,-0.331529,"C10","8","U400","8","mineral","FRANCE"
"1356","25556",62,26,12,53.4,0,5.8,10.6,184.5,39.8,"WGS84",45.096145,3.076618,"E20","8","U111","8","mineral","FRANCE"
"1357","25557",12,20,68,15.3,0,1.3,0,139.1,11.4,"WGS84",44.95594,3.14493,"E20","8","U111","8","mineral","FRANCE"
"1358","25558",9,75,15,15.4,0,1.3,0,74.3,16.9,"WGS84",44.99019,3.115266,"E20","8","U111","8","mineral","FRANCE"
"1359","25574",24,56,20,88.9,89,8,0,379,46.2,"WGS84",43.96036,3.41446,"D10","8","U400","8","mineral","FRANCE"
"1360","25575",47,42,11,49.7,1,4.4,30.5,599.6,35.3,"WGS84",45.09281,3.026055,"E20","8","U111","8","mineral","FRANCE"
"1361","25576",21,52,27,29.5,0,2,48.3,258.2,15.9,"WGS84",44.944266,2.968415,"E20","8","U111","8","mineral","FRANCE"
"1362","25577",22,52,26,19.2,0,2,21.1,96,12,"WGS84",44.916088,2.819498,"E20","8","U111","8","mineral","FRANCE"
"1363","25578",21,44,35,13.3,0,1.3,18.7,99.2,24.1,"WGS84",44.96724,3.04177,"E20","8","U111","8","mineral","FRANCE"
"1364","25592",13,25,62,21,0,2.4,28.4,161.4,8.9,"WGS84",48.38055,6.989899,"E20","8","U111","8","mineral","FRANCE"
"1365","25593",34,55,11,73.7,0,7.1,46.1,120.8,16,"WGS84",48.716156,-3.383685,"C10","8","U400","8","mineral","FRANCE"
"1366","25594",16,24,60,48.2,10,4.2,121.5,209.6,26.2,"WGS84",46.783509,3.172694,"E20","8","U111","8","mineral","FRANCE"
"1367","25595",22,40,37,21,0,2.2,10.8,136.3,12.6,"WGS84",49.621298,5.302913,"C10","E10","U111","8","mineral","FRANCE"
"1368","25596",12,26,61,16.9,0,1.5,0,42.4,8.9,"WGS84",49.687546,5.215786,"C10","8","U120","8","mineral","FRANCE"
"1369","25597",38,47,15,20.7,391,2.4,34,379.6,24.9,"WGS84",49.262933,4.981989,"B13","8","U111","8","mineral","FRANCE"
"1370","25598",77,20,3,82.3,17,7.3,10,134.9,74.9,"WGS84",49.421128,4.915511,"E20","8","U111","8","mineral","FRANCE"
"1371","25599",15,41,44,29.4,279,2.3,0,171.1,15.7,"WGS84",44.04489,4.554258,"B13","8","U111","8","mineral","FRANCE"
"1372","25600",55,38,7,57.3,13,4.2,19.4,299.3,50.5,"WGS84",43.95271,4.18903,"D10","8","U111","8","mineral","FRANCE"
"1373","25882",12,45,44,11.3,8,1.2,78.2,326.1,11.1,"WGS84",50.224636,1.698461,"E20","8","U111","8","mineral","FRANCE"
"1374","25883",14,72,14,25.9,0,2,170.8,362.7,16,"WGS84",50.033854,1.563041,"B35","8","U111","8","mineral","FRANCE"
"1375","25884",21,45,35,13.2,0,1.4,18.2,241.6,12.3,"WGS84",47.360873,0.939428,"D10","8","U400","8","mineral","FRANCE"
"1376","25885",13,26,61,95.4,0,5.2,42.4,131.8,11.1,"WGS84",47.808237,6.516001,"C10","8","U120","8","mineral","FRANCE"
"1377","25886",15,35,51,143.8,0,8.1,12.2,140.9,11.6,"WGS84",47.794423,6.650463,"C30","8","U120","8","organic","FRANCE"
"1378","25887",19,47,34,28.6,2,2.5,11.6,63.6,8.6,"WGS84",47.630997,6.607871,"E20","8","U111","8","mineral","FRANCE"
"1379","25894",13,47,41,30.4,0,2.4,12,371.3,12.7,"WGS84",47.587734,0.416698,"B32","8","U111","8","mineral","FRANCE"
"1380","25895",14,56,31,9.8,37,1,51.3,200.5,9.4,"WGS84",49.158099,2.735721,"B41","8","U111","8","mineral","FRANCE"
"1381","25991",37,58,5,25.7,5,2.6,70.4,571.1,23.1,"WGS84",47.761,4.48856,"B11","8","U111","8","mineral","FRANCE"
"1382","25992",31,61,7,29.3,52,2.6,97.4,602.6,23.9,"WGS84",47.77219,4.35359,"B11","8","U111","8","mineral","FRANCE"
"1383","25993",29,69,2,23.6,0,1.7,0,111.1,10.8,"WGS84",47.8805,4.71693,"C10","8","U120","8","mineral","FRANCE"
"1384","8381",22,67,11,15,55,1.3,28.4,179,18.3,"WGS84",48.888671,3.65017,"B32","8","U111","8","mineral","FRANCE"
"1385","8382",25,68,7,15.9,1,1.6,62.2,349.4,17.7,"WGS84",48.880968,3.516264,"B11","8","U111","8","mineral","FRANCE"
"1386","8383",22,67,11,18.9,50,1.7,53.7,337.6,16.5,"WGS84",48.8648,3.545889,"B32","8","U111","8","mineral","FRANCE"
"1387","8384",14,82,4,12.8,2,1.4,39.6,181.7,8,"WGS84",48.764938,3.695311,"B13","8","U111","8","mineral","FRANCE"
"1388","8385",16,81,3,11.9,1,1.4,80.8,154.5,11.5,"WGS84",48.667611,3.571358,"B11","8","U111","8","mineral","FRANCE"
"1389","8386",29,55,16,21.8,216,2.2,71.4,307.1,22.2,"WGS84",48.597499,3.607586,"B11","8","U111","8","mineral","FRANCE"
"1390","8388",26,46,27,19.6,533,2,57.5,347,15.1,"WGS84",48.588831,3.771989,"B11","8","U111","8","mineral","FRANCE"
"1391","8389",27,47,25,33.4,642,2.8,50.1,559,19.5,"WGS84",48.626174,3.794574,"B21","8","U111","8","mineral","FRANCE"
"1392","8390",34,51,16,22,779,1.9,53,321.8,16.4,"WGS84",48.714246,3.756305,"B11","8","U111","8","mineral","FRANCE"
"1393","8391",19,56,25,44.8,759,4.6,16.7,70.3,24.8,"WGS84",48.650086,3.900554,"B13","8","U111","8","mineral","FRANCE"
"1394","8392",44,47,9,22.8,772,2,54.7,315.6,17.7,"WGS84",48.733676,3.781149,"B15","8","U111","8","mineral","FRANCE"
"1395","8393",33,45,22,32.2,684,2.4,85.1,256.7,18,"WGS84",48.947073,4.055531,"B32","8","U111","8","mineral","FRANCE"
"1396","8394",32,55,13,27.2,738,2.6,85.5,266.4,17.6,"WGS84",48.937781,4.221193,"B13","8","U111","8","mineral","FRANCE"
"1397","8395",28,52,20,27,726,1.3,57.1,122.6,17.3,"WGS84",48.959924,4.300754,"B32","8","U111","8","mineral","FRANCE"
"1398","8396",37,42,21,29.2,769,2.3,72.2,343.3,14.4,"WGS84",48.835211,3.987134,"B52","8","U111","8","mineral","FRANCE"
"1399","8397",29,44,27,24,753,2.3,87,401.4,18.3,"WGS84",48.797901,3.964348,"B22","8","U111","8","mineral","FRANCE"
"1400","8398",27,45,28,23.2,813,2.6,106,125,16,"WGS84",48.730593,4.054361,"B22","8","U111","8","mineral","FRANCE"
"1401","8399",25,36,39,21.6,762,1.8,62.1,361,12.7,"WGS84",48.800819,4.018645,"B52","8","U111","8","mineral","FRANCE"
"1402","8400",29,48,23,28.7,742,2.6,75.5,166.1,17,"WGS84",48.891899,4.034993,"B13","8","U111","8","mineral","FRANCE"
"1403","8401",40,45,14,17.1,882,1.7,45.7,274.4,12.3,"WGS84",48.821664,4.070781,"B22","8","U111","8","mineral","FRANCE"
"1404","8402",29,45,26,22.2,763,2.1,56.6,198.9,16.7,"WGS84",48.776443,4.239998,"B11","8","U111","8","mineral","FRANCE"
"1405","8403",28,41,31,25.8,749,1.8,35,97.9,11.9,"WGS84",48.813694,4.26298,"B11","8","U111","8","mineral","FRANCE"
"1406","8404",21,30,49,18.3,807,1.7,76.2,182.9,9.2,"WGS84",48.729588,4.381763,"B13","8","U111","8","mineral","FRANCE"
"1407","8405",34,52,15,28.1,795,2.3,81.9,162,16,"WGS84",48.714393,4.438013,"B11","8","U111","8","mineral","FRANCE"
"1408","8406",37,54,9,21.5,719,1.8,16.4,124.2,14.7,"WGS84",48.649343,4.581368,"B11","8","U111","8","mineral","FRANCE"
"1409","8407",36,45,19,27.1,612,2.2,37.8,337.3,21.6,"WGS84",48.788816,4.484256,"B13","8","U111","8","mineral","FRANCE"
"1410","8408",20,74,6,9,1,1.1,46.6,263.1,9.9,"WGS84",48.68017,4.85031,"B13","8","U111","8","mineral","FRANCE"
"1411","8409",33,46,20,21.6,731,2.2,48.2,260,16.4,"WGS84",48.810758,4.563754,"B11","8","U111","8","mineral","FRANCE"
"1412","8410",31,54,15,19.9,822,2,35.9,214.5,13.3,"WGS84",48.872388,4.720998,"B41","8","U111","8","mineral","FRANCE"
"1413","8412",17,68,15,20.9,0,2.2,0,71.8,8,"WGS84",49.494511,-1.466889,"E20","8","U111","8","mineral","FRANCE"
"1414","8414",18,60,22,32.2,1,3.1,67.4,408,10.9,"WGS84",49.103036,-1.208026,"E20","8","U111","U150","mineral","FRANCE"
"1415","8415",21,63,16,23.6,4,2.5,45.9,1128.1,12.1,"WGS84",49.177956,-1.002949,"B16","8","U111","8","mineral","FRANCE"
"1416","8416",29,53,18,39.8,0,3.7,59.6,56.8,18.9,"WGS84",47.911578,-0.590406,"E20","8","U111","8","mineral","FRANCE"
"1417","8417",13,56,30,13.6,0,1.6,33.2,132,6.6,"WGS84",47.959771,-0.654643,"B11","8","U111","8","mineral","FRANCE"
"1418","8418",28,54,17,24.3,0,2.7,72.9,373.3,13.6,"WGS84",48.033499,-0.643128,"B32","8","U111","8","mineral","FRANCE"
"1419","8419",18,53,29,20.6,0,1.5,34.7,108.3,8.8,"WGS84",48.058626,-0.757008,"F00","8","U330","8","mineral","FRANCE"
"1420","8420",20,58,22,19.3,1,2.1,44.2,182,10.9,"WGS84",47.902416,-1.048583,"E20","8","U111","8","mineral","FRANCE"
"1421","8421",16,74,10,28.5,0,2.9,82.1,434.1,12.4,"WGS84",47.891628,-1.154631,"E20","8","U111","8","mineral","FRANCE"
"1422","8422",20,58,22,26.3,0,2.6,58,486.7,9.9,"WGS84",48.239198,-0.196723,"B55","8","U111","8","mineral","FRANCE"
"1423","8423",15,77,8,15.7,0,1.9,18,104.9,8.6,"WGS84",48.328281,-0.596693,"E20","8","U111","8","mineral","FRANCE"
"1424","8424",21,72,7,23.9,0,2.5,23.7,111.2,14.4,"WGS84",48.071611,-0.623998,"E20","8","U111","8","mineral","FRANCE"
"1425","8425",22,68,10,36.4,0,3.7,33.9,70,11.1,"WGS84",48.470514,-0.243986,"E20","8","U111","8","mineral","FRANCE"
